MARKERS	FST	RANKING	QUARTILE
1_00018067_01445329	0.836177	1	10
1_00012476_00998043	0.832041	2	10
1_00019280_01542371	0.821583	3	10
1_00009604_00768281	0.814271	4	10
1_00009604_00768282	0.814271	5	10
1_00010415_00833138	0.791667	6	10
1_00012903_01032235	0.791667	7	10
1_00013515_01081129	0.791667	8	10
1_00002699_00215852	0.784367	9	10
1_00005841_00467220	0.775051	10	10
1_00018160_01452790	0.775051	11	10
1_00020563_01645032	0.775051	12	10
1_00020599_01647891	0.775051	13	10
1_00016018_01281409	0.769648	14	10
1_00005841_00467263	0.768234	15	10
1_00019704_01576276	0.740741	16	10
1_00021589_01727060	0.740741	17	10
1_00021589_01727108	0.740741	18	10
1_00016363_01309025	0.738372	19	10
1_00016532_01322545	0.725926	20	10
1_00018876_01510081	0.725926	21	10
1_00006257_00500507	0.718615	22	10
1_00020563_01644969	0.718615	23	10
1_00003532_00282512	0.714555	24	10
1_00003532_00282529	0.714555	25	10
1_00016178_01294184	0.7114	26	10
1_00008039_00643097	0.707977	27	10
1_00009939_00795083	0.707977	28	10
1_00009939_00795110	0.707977	29	10
1_00022715_01817147	0.707977	30	10
1_00012946_01035643	0.690476	31	10
1_00020060_01604754	0.690476	32	10
1_00020060_01604783	0.690476	33	10
1_00022959_01836679	0.690476	34	10
1_00011791_00943252	0.68254	35	10
1_00023014_01841055	0.68254	36	10
1_00004287_00342905	0.662835	37	10
1_00008801_00704059	0.662835	38	10
1_00013401_01072018	0.662835	39	10
1_00015472_01237711	0.662835	40	10
1_00020448_01635834	0.662835	41	10
1_00013885_01110786	0.662338	42	10
1_00012721_01017631	0.659646	43	10
1_00013198_01055839	0.659646	44	10
1_00007931_00634432	0.655675	45	10
1_00018755_01500335	0.655172	46	10
1_00018755_01500353	0.655172	47	10
1_00018755_01500393	0.655172	48	10
1_00018755_01500395	0.655172	49	10
1_00009668_00773375	0.650183	50	10
1_00022913_01833017	0.647147	51	10
1_00003995_00319550	0.641026	52	10
1_00007299_00583849	0.641026	53	10
1_00016044_01283477	0.641026	54	10
1_00021996_01759681	0.641026	55	10
1_00010785_00862801	0.632479	56	10
1_00012946_01035644	0.632479	57	10
1_00016743_01339402	0.632479	58	10
1_00022156_01772461	0.632479	59	10
1_00022156_01772471	0.632479	60	10
1_00000959_00076683	0.623932	61	10
1_00000959_00076701	0.623932	62	10
1_00004497_00359691	0.623932	63	10
1_00010415_00833154	0.623932	64	10
1_00014192_01135354	0.623932	65	10
1_00015097_01207739	0.623932	66	10
1_00014565_01165194	0.620138	67	10
1_00019004_01520297	0.614795	68	10
1_00000323_00025778	0.607843	69	10
1_00008758_00700638	0.607843	70	10
1_00000922_00073741	0.599673	71	10
1_00001122_00089701	0.599673	72	10
1_00002090_00167181	0.599673	73	10
1_00011151_00892025	0.599673	74	10
1_00014257_01140547	0.599673	75	10
1_00015237_01218953	0.599673	76	10
1_00015237_01218954	0.599673	77	10
1_00016515_01321148	0.599673	78	10
1_00018178_01454238	0.599673	79	10
1_00005478_00438209	0.599045	80	10
1_00016044_01283473	0.592593	81	10
1_00007053_00564229	0.591503	82	10
1_00010920_00873554	0.591503	83	10
1_00015215_01217175	0.587302	84	10
1_00018402_01472119	0.587302	85	10
1_00018402_01472135	0.587302	86	10
1_00018402_01472147	0.587302	87	10
1_00016363_01308982	0.586538	88	10
1_00016363_01308984	0.586538	89	10
1_00016363_01308994	0.586538	90	10
1_00000599_00047850	0.583333	91	10
1_00000798_00063812	0.583333	92	10
1_00006411_00512877	0.583333	93	10
1_00008546_00683645	0.583333	94	10
1_00013017_01041292	0.583333	95	10
1_00013121_01049678	0.583333	96	10
1_00015749_01259891	0.583333	97	10
1_00016157_01292540	0.583333	98	10
1_00008843_00707389	0.579545	99	10
1_00011281_00902475	0.579365	100	10
1_00018292_01463346	0.579365	101	10
1_00005760_00460758	0.577465	102	10
1_00016743_01339390	0.577465	103	10
1_00020524_01641892	0.577056	104	10
1_00002712_00216943	0.574074	105	10
1_00003861_00308841	0.574074	106	10
1_00009533_00762591	0.574074	107	10
1_00017813_01425029	0.574074	108	10
1_00022721_01817629	0.574074	109	10
1_00022721_01817650	0.574074	110	10
1_00020102_01608126	0.572488	111	10
1_00011233_00898583	0.569736	112	10
1_00015760_01260757	0.56964	113	10
1_00016189_01295075	0.56964	114	10
1_00018351_01468066	0.56964	115	10
1_00012475_00997965	0.564815	116	10
1_00018923_01513831	0.564815	117	10
1_00022589_01807102	0.564815	118	10
1_00009869_00789507	0.561815	119	10
1_00006593_00527434	0.560061	120	10
1_00011183_00894608	0.560061	121	10
1_00020251_01620065	0.559294	122	10
1_00018065_01445150	0.553806	123	10
1_00011402_00912122	0.550108	124	10
1_00013257_01060544	0.550108	125	10
1_00022052_01764108	0.545455	126	10
1_00002090_00167163	0.545057	127	10
1_00004792_00383334	0.545057	128	10
1_00011471_00917638	0.545057	129	10
1_00024603_01968203	0.545029	130	10
1_00024603_01968217	0.545029	131	10
1_00006870_00549576	0.54093	132	10
1_00014392_01151294	0.536308	133	10
1_00000247_00019726	0.535354	134	10
1_00003990_00319139	0.535354	135	10
1_00011296_00903649	0.535354	136	10
1_00000027_00002161	0.52862	137	10
1_00005804_00464249	0.52862	138	10
1_00013060_01044738	0.52862	139	10
1_00014347_01147752	0.527559	140	10
1_00002013_00160992	0.525253	141	10
1_00011058_00884623	0.525253	142	10
1_00011977_00958111	0.525253	143	10
1_00013536_01082816	0.525253	144	10
1_00014307_01144494	0.525253	145	10
1_00018226_01458026	0.525253	146	10
1_00021002_01680123	0.525253	147	10
1_00018707_01496550	0.520958	148	10
1_00008808_00704590	0.520202	149	10
1_00012647_01011700	0.520202	150	10
1_00015338_01226972	0.520202	151	10
1_00016368_01309422	0.520202	152	10
1_00018344_01467505	0.520202	153	10
1_00004742_00379329	0.515152	154	10
1_00005802_00464128	0.515152	155	10
1_00019915_01593159	0.515152	156	10
1_00021870_01749537	0.515152	157	10
1_00010779_00862260	0.515007	158	10
1_00008294_00663494	0.514403	159	10
1_00013707_01096513	0.514403	160	10
1_00020186_01614859	0.512039	161	10
1_00005265_00421199	0.511785	162	10
1_00017088_01367009	0.511785	163	10
1_00002073_00165776	0.509804	164	10
1_00011366_00909251	0.509804	165	10
1_00011608_00928624	0.509804	166	10
1_00007478_00598201	0.506173	167	10
1_00012417_00993332	0.506173	168	10
1_00018810_01504738	0.506173	169	10
1_00018810_01504769	0.506173	170	10
1_00015859_01268666	0.505051	171	10
1_00016013_01280991	0.505051	172	10
1_00002867_00229347	0.501634	173	10
1_00004730_00378382	0.501634	174	10
1_00010885_00870744	0.501634	175	10
1_00013177_01054096	0.501634	176	10
1_00012932_01034511	0.500942	177	10
1_00016944_01355462	0.497942	178	10
1_00022350_01787955	0.496403	179	10
1_00007604_00608286	0.491525	180	10
1_00007604_00608295	0.491525	181	10
1_00011026_00882069	0.491525	182	10
1_00012304_00984277	0.491525	183	10
1_00012507_01000544	0.491525	184	10
1_00019686_01574872	0.491525	185	10
1_00019782_01582531	0.491525	186	10
1_00020636_01650838	0.491525	187	10
1_00021789_01743121	0.491525	188	10
1_00011911_00952848	0.488889	189	10
1_00022052_01764133	0.488889	190	10
1_00022052_01764145	0.488889	191	10
1_00002176_00174035	0.48501	192	10
1_00002425_00193981	0.48501	193	10
1_00002164_00173097	0.482109	194	10
1_00010819_00865508	0.482109	195	10
1_00017101_01368033	0.482109	196	10
1_00020773_01661793	0.482109	197	10
1_00021496_01719618	0.482109	198	10
1_00021879_01750270	0.482109	199	10
1_00022829_01826303	0.482109	200	10
1_00008199_00655900	0.479731	201	10
1_00011503_00920207	0.479438	202	10
1_00011503_00920213	0.479438	203	10
1_00011503_00920221	0.479438	204	10
1_00011503_00920228	0.479438	205	10
1_00000107_00008541	0.477778	206	10
1_00001961_00156880	0.477778	207	10
1_00010088_00806981	0.477778	208	10
1_00010259_00820715	0.477778	209	10
1_00010259_00820716	0.477778	210	10
1_00010259_00820719	0.477778	211	10
1_00010259_00820721	0.477778	212	10
1_00010998_00879771	0.477778	213	10
1_00011149_00891887	0.477778	214	10
1_00012062_00964922	0.477778	215	10
1_00012534_01002698	0.477778	216	10
1_00012839_01027105	0.477778	217	10
1_00014321_01145663	0.477778	218	10
1_00014577_01166161	0.477778	219	10
1_00015087_01206906	0.477778	220	10
1_00018755_01500359	0.477778	221	10
1_00019124_01529866	0.477778	222	10
1_00020054_01604284	0.477778	223	10
1_00020139_01611082	0.477778	224	10
1_00021344_01707489	0.477778	225	10
1_00005347_00427760	0.476625	226	10
1_00009279_00742281	0.475715	227	10
1_00009279_00742299	0.475715	228	10
1_00006619_00529521	0.475302	229	10
1_00013937_01114926	0.475302	230	10
1_00012721_01017639	0.475031	231	10
1_00013949_01115854	0.472693	232	10
1_00017637_01410899	0.472527	233	10
1_00017637_01410907	0.472527	234	10
1_00010069_00805468	0.472353	235	10
1_00017343_01387373	0.472222	236	10
1_00001802_00144158	0.471326	237	10
1_00007798_00623834	0.470199	238	10
1_00021646_01731664	0.470199	239	10
1_00001408_00112600	0.466667	240	10
1_00001408_00112637	0.466667	241	10
1_00001638_00131032	0.466667	242	10
1_00007207_00576503	0.466667	243	10
