MARKERS	FST	RANKING	QUARTILE
1_00010415_00833138	0.895062	1	10
1_00013515_01081129	0.895062	2	10
1_00005478_00438209	0.866925	3	10
1_00012903_01032235	0.843137	4	10
1_00012476_00998043	0.832041	5	10
1_00016532_01322545	0.832041	6	10
1_00019280_01542371	0.821583	7	10
1_00010920_00873554	0.784722	8	10
1_00021589_01727108	0.775051	9	10
1_00013198_01055839	0.769966	10	10
1_00008039_00643097	0.769648	11	10
1_00005841_00467263	0.762873	12	10
1_00009604_00768281	0.756098	13	10
1_00009604_00768282	0.756098	14	10
1_00019704_01576276	0.740741	15	10
1_00021589_01727060	0.740741	16	10
1_00000959_00076683	0.733333	17	10
1_00000959_00076701	0.733333	18	10
1_00011791_00943252	0.733333	19	10
1_00015097_01207739	0.733333	20	10
1_00016178_01294184	0.725926	21	10
1_00016189_01295075	0.718615	22	10
1_00020524_01641892	0.714264	23	10
1_00011183_00894608	0.7114	24	10
1_00004026_00322051	0.707977	25	10
1_00004026_00322074	0.707977	26	10
1_00018160_01452790	0.707977	27	10
1_00002425_00193981	0.705847	28	10
1_00009279_00742281	0.702439	29	10
1_00009279_00742299	0.702439	30	10
1_00005841_00467220	0.700855	31	10
1_00003995_00319550	0.690476	32	10
1_00021996_01759681	0.690476	33	10
1_00013257_01060544	0.689212	34	10
1_00007931_00634432	0.686353	35	10
1_00003532_00282512	0.68254	36	10
1_00003532_00282529	0.68254	37	10
1_00011977_00958111	0.68254	38	10
1_00012946_01035643	0.68254	39	10
1_00012946_01035644	0.68254	40	10
1_00020060_01604754	0.68254	41	10
1_00020060_01604783	0.68254	42	10
1_00008294_00663494	0.662835	43	10
1_00019776_01582030	0.662835	44	10
1_00020563_01645032	0.662835	45	10
1_00006257_00500507	0.655172	46	10
1_00013885_01110786	0.649351	47	10
1_00000696_00055623	0.647147	48	10
1_00015215_01217175	0.647147	49	10
1_00018242_01459295	0.647147	50	10
1_00010482_00838502	0.642058	51	10
1_00017088_01367009	0.63964	52	10
1_00010885_00870744	0.634601	53	10
1_00013177_01054096	0.634601	54	10
1_00001122_00089701	0.632479	55	10
1_00007451_00596057	0.632479	56	10
1_00015749_01259891	0.632479	57	10
1_00002090_00167181	0.623932	58	10
1_00009533_00762591	0.623932	59	10
1_00023014_01841055	0.623932	60	10
1_00011402_00912122	0.619922	61	10
1_00019004_01520297	0.619922	62	10
1_00008546_00683645	0.619047	63	10
1_00018269_01461497	0.614795	64	10
1_00007053_00564229	0.607843	65	10
1_00013401_01072018	0.607843	66	10
1_00014257_01140547	0.607843	67	10
1_00005347_00427760	0.604482	68	10
1_00016363_01309025	0.60177	69	10
1_00008808_00704590	0.599673	70	10
1_00010819_00865508	0.599673	71	10
1_00016743_01339390	0.599673	72	10
1_00019915_01593159	0.599673	73	10
1_00020102_01608126	0.596695	74	10
1_00018226_01458026	0.592593	75	10
1_00002699_00215852	0.591984	76	10
1_00003631_00290473	0.590487	77	10
1_00008758_00700638	0.587302	78	10
1_00015378_01230210	0.587302	79	10
1_00020448_01635834	0.587302	80	10
1_00022913_01833017	0.587302	81	10
1_00000323_00025778	0.583333	82	10
1_00003861_00308841	0.583333	83	10
1_00010785_00862801	0.583333	84	10
1_00015199_01215885	0.583333	85	10
1_00022532_01802530	0.583333	86	10
1_00022959_01836679	0.583333	87	10
1_00008750_00699933	0.579365	88	10
1_00008750_00699959	0.579365	89	10
1_00012908_01032591	0.579365	90	10
1_00019828_01586223	0.579365	91	10
1_00002073_00165776	0.577465	92	10
1_00016018_01281409	0.577465	93	10
1_00002013_00160992	0.574074	94	10
1_00016743_01339402	0.574074	95	10
1_00017649_01411851	0.574074	96	10
1_00017813_01425029	0.574074	97	10
1_00020054_01604284	0.574074	98	10
1_00021496_01719618	0.574074	99	10
1_00021686_01734860	0.574074	100	10
1_00022829_01826303	0.574074	101	10
1_00011402_00912119	0.569736	102	10
1_00006691_00535212	0.56964	103	10
1_00011281_00902475	0.56964	104	10
1_00015060_01204782	0.56964	105	10
1_00005271_00421626	0.560714	106	10
1_00015973_01277818	0.560436	107	10
1_00022052_01764108	0.553806	108	10
1_00021593_01727416	0.549174	109	10
1_00005298_00423768	0.545057	110	10
1_00012647_01011700	0.545057	111	10
1_00013207_01056511	0.545057	112	10
1_00013428_01074205	0.545057	113	10
1_00020764_01661048	0.545057	114	10
1_00007399_00591877	0.54093	115	10
1_00018067_01445329	0.537772	116	10
1_00002712_00216943	0.536308	117	10
1_00015338_01226972	0.536308	118	10
1_00022668_01813378	0.536308	119	10
1_00022668_01813385	0.536308	120	10
1_00006411_00512877	0.535354	121	10
1_00016023_01281821	0.535354	122	10
1_00013937_01114926	0.529501	123	10
1_00000798_00063812	0.525253	124	10
1_00001638_00131032	0.525253	125	10
1_00005802_00464128	0.525253	126	10
1_00007959_00636689	0.525253	127	10
1_00013119_01049477	0.525253	128	10
1_00014192_01135354	0.525253	129	10
1_00014789_01183101	0.525253	130	10
1_00022721_01817629	0.525253	131	10
1_00022721_01817650	0.525253	132	10
1_00005218_00417388	0.521307	133	10
1_00001559_00124651	0.520202	134	10
1_00011151_00892025	0.520202	135	10
1_00018402_01472119	0.520202	136	10
1_00018402_01472135	0.520202	137	10
1_00018402_01472147	0.520202	138	10
1_00002090_00167163	0.515152	139	10
1_00005022_00401704	0.515152	140	10
1_00014402_01152148	0.515152	141	10
1_00017876_01430066	0.515152	142	10
1_00018923_01513831	0.515152	143	10
1_00019222_01537712	0.515152	144	10
1_00022972_01837743	0.515152	145	10
1_00018072_01445754	0.514403	146	10
1_00022610_01808753	0.514403	147	10
1_00007485_00598799	0.513514	148	10
1_00002164_00173097	0.511785	149	10
1_00019488_01558990	0.511785	150	10
1_00007484_00598673	0.511519	151	10
1_00008405_00672378	0.509804	152	10
1_00015389_01231089	0.509804	153	10
1_00002867_00229347	0.506173	154	10
1_00004287_00342905	0.506173	155	10
1_00005760_00460758	0.506173	156	10
1_00016105_01288335	0.506173	157	10
1_00016105_01288338	0.506173	158	10
1_00016105_01288366	0.506173	159	10
1_00016944_01355462	0.506173	160	10
1_00010415_00833154	0.505051	161	10
1_00021870_01749537	0.505051	162	10
1_00009939_00795083	0.501634	163	10
1_00009939_00795110	0.501634	164	10
1_00013198_01055840	0.49928	165	10
1_00000811_00064875	0.495938	166	10
1_00022037_01762959	0.493464	167	10
1_00007299_00583849	0.491525	168	10
1_00009226_00738059	0.491525	169	10
1_00011471_00917638	0.491525	170	10
1_00015934_01274665	0.491525	171	10
1_00019557_01564507	0.491525	172	10
1_00000842_00067306	0.488889	173	10
1_00007974_00637850	0.488889	174	10
1_00016044_01283473	0.488889	175	10
1_00016044_01283477	0.488889	176	10
1_00018991_01519227	0.488889	177	10
1_00019581_01566416	0.488889	178	10
1_00022793_01823388	0.488889	179	10
1_00016081_01286435	0.487618	180	10
1_00012298_00983827	0.484932	181	10
1_00011047_00883737	0.48277	182	10
1_00003893_00311438	0.482109	183	10
1_00004922_00393736	0.482109	184	10
1_00008154_00652318	0.482109	185	10
1_00013121_01049678	0.482109	186	10
1_00016368_01309422	0.482109	187	10
1_00018732_01498508	0.482109	188	10
1_00018755_01500335	0.482109	189	10
1_00018755_01500353	0.482109	190	10
1_00018755_01500393	0.482109	191	10
1_00018755_01500395	0.482109	192	10
1_00008168_00653387	0.482055	193	10
1_00000457_00036498	0.477778	194	10
1_00001922_00153758	0.477778	195	10
1_00010955_00876347	0.477778	196	10
1_00011058_00884623	0.477778	197	10
1_00012839_01027105	0.477778	198	10
1_00016253_01300220	0.477778	199	10
1_00017462_01396926	0.477778	200	10
1_00017485_01398780	0.477778	201	10
1_00019124_01529866	0.477778	202	10
1_00019179_01534265	0.477778	203	10
1_00019179_01534272	0.477778	204	10
1_00019615_01569175	0.477778	205	10
1_00007702_00616119	0.475302	206	10
1_00018628_01490181	0.472693	207	10
1_00009125_00729949	0.471326	208	10
1_00009125_00729950	0.471326	209	10
1_00013060_01044738	0.471326	210	10
1_00017101_01368033	0.471326	211	10
1_00019734_01578679	0.471326	212	10
1_00009576_00766078	0.470419	213	10
1_00002908_00232637	0.466667	214	10
1_00002908_00232638	0.466667	215	10
1_00002996_00239615	0.466667	216	10
1_00004497_00359691	0.466667	217	10
1_00008876_00710080	0.466667	218	10
1_00010023_00801825	0.466667	219	10
1_00010088_00806981	0.466667	220	10
1_00010998_00879771	0.466667	221	10
1_00012474_00997881	0.466667	222	10
1_00012475_00997965	0.466667	223	10
1_00013017_01041292	0.466667	224	10
1_00014307_01144494	0.466667	225	10
1_00015081_01206481	0.466667	226	10
1_00014752_01180108	0.466495	227	10
1_00012723_01017782	0.465266	228	10
1_00012723_01017804	0.465266	229	10
1_00012723_01017805	0.465266	230	10
1_00008303_00664193	0.463011	231	10
1_00000678_00054239	0.462366	232	10
1_00000922_00073741	0.462366	233	10
1_00008554_00684317	0.462366	234	10
1_00013217_01057344	0.462366	235	10
1_00014392_01151294	0.462366	236	10
1_00016515_01321148	0.462366	237	10
1_00017236_01378861	0.462366	238	10
1_00019213_01537024	0.462366	239	10
1_00021162_01692952	0.462366	240	10
1_00001408_00112600	0.455556	241	10
1_00001408_00112637	0.455556	242	10
1_00002234_00178711	0.455556	243	10
1_00006914_00553077	0.455556	244	10
1_00011020_00881559	0.455556	245	10
1_00011020_00881578	0.455556	246	10
1_00001913_00153036	0.453125	247	10
1_00013187_01054938	0.453125	248	10
1_00019893_01591404	0.453125	249	10
1_00022942_01835316	0.452208	250	10
1_00021615_01729160	0.449541	251	10
1_00016066_01285276	0.447043	252	10
1_00003933_00314616	0.444444	253	10
1_00005265_00421199	0.444444	254	10
1_00005636_00450862	0.444444	255	10
1_00005636_00450870	0.444444	256	10
1_00005636_00450871	0.444444	257	10
1_00005636_00450879	0.444444	258	10
1_00005777_00462140	0.444444	259	10
1_00005804_00464249	0.444444	260	10
1_00008167_00653324	0.444444	261	10
1_00010806_00864459	0.444444	262	10
1_00011366_00909251	0.444444	263	10
1_00011608_00928624	0.444444	264	10
1_00013237_01058960	0.444444	265	10
1_00013308_01064584	0.444444	266	10
1_00013308_01064613	0.444444	267	10
1_00013308_01064628	0.444444	268	10
1_00013308_01064641	0.444444	269	10
1_00013707_01096513	0.444444	270	10
1_00015472_01237711	0.444444	271	10
1_00015749_01259890	0.444444	272	10
1_00017230_01378343	0.444444	273	10
1_00018151_01452042	0.444444	274	10
1_00018351_01468066	0.444444	275	10
1_00018763_01501037	0.444444	276	10
1_00020563_01644969	0.444444	277	10
1_00020599_01647891	0.444444	278	10
1_00022715_01817147	0.444444	279	10
1_00019740_01579192	0.441458	280	10
1_00009304_00744298	0.439348	281	10
1_00010603_00848226	0.439348	282	10
